Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
99	85.76548	15.581383	113.29985	53.58396	200.0	40.55381	8.140345	56.381893	17.856163	400000	-9.313226e-09	36.23101	-0.035305575	-20.788624	5.575078	0.011040236	0.21575001	79.0	1031.5564618110657
100	82.44255	25.68429	127.80954	6.27643	200.0	37.66355	11.584006	53.76375	-13.040154	404000	-5.2154064e-08	52.831367	-0.012348473	-30.57516	5.6086926	0.016918465	0.1785	5.0	1042.835325717926
101	93.35348	19.888592	124.107346	32.83805	200.0	38.734024	8.339338	51.476166	13.196929	408000	7.450581e-09	48.903893	-0.016113065	-29.598906	5.566736	0.01599223	0.22775	12.0	1053.8122096061707
102	91.79252	18.61539	138.62755	57.986755	200.0	40.178062	8.659467	54.831947	13.957917	412000	7.450581e-09	57.151093	-0.037359286	-39.921963	5.6087265	0.01042327	0.22725	79.0	1065.045002937317
103	83.69441	24.847471	128.94995	12.751576	200.0	41.378334	8.483202	55.353012	9.515163	416000	7.450581e-09	69.33902	-0.016735222	-51.035843	5.5681906	0.01810165	0.17050001	9.0	1075.916085243225
104	103.7043	17.993425	140.08472	64.7879	200.0	41.830086	7.099739	55.31881	22.429602	420000	-2.3283064e-08	95.24848	-0.017981578	-76.19369	5.601019	0.01596551	0.19350001	15.0	1087.140830039978
105	96.90293	16.76591	141.67616	73.70321	200.0	47.716373	7.3479214	61.891407	23.060625	424000	-1.4901161e-08	54.179882	-0.01753435	-33.615654	5.5856686	0.018133637	0.2385	10.0	1098.3868172168732
106	85.59024	22.771881	113.33333	23.741087	200.0	42.62836	8.421419	57.130615	7.1137104	428000	-2.2351742e-08	74.79743	-0.014128208	-45.663166	5.5416965	0.016768567	0.18149999	8.0	1109.5416128635406
107	99.54539	11.391836	124.47029	79.26865	200.0	41.406345	6.476687	51.914463	15.63639	432000	5.5879354e-08	38.15512	-0.00873963	-25.59633	5.5162225	0.014044093	0.20375	3.0	1120.3712103366852
108	98.26164	15.275381	122.354614	65.99494	200.0	46.493813	5.8125615	56.18448	22.354908	436000	-5.5879354e-09	26.39872	-0.007101113	-13.44183	5.5343866	0.010513488	0.11925	3.0	1131.4659075737
109	96.02966	25.363554	139.21721	37.944607	200.0	45.125458	7.0539136	58.59989	26.716177	440000	-7.450581e-09	52.887665	-0.011095643	-31.515076	5.474515	0.016637627	0.19925	4.0	1142.5891354084015
110	94.885635	23.612143	122.14263	8.770392	200.0	46.585587	9.446101	60.522007	16.22175	444000	2.9802322e-08	39.85701	-0.010671932	-23.721222	5.5245037	0.015149921	0.169	7.0	1154.150960445404
111	99.34755	16.588985	134.00972	64.73341	200.0	45.45715	7.6524506	60.64778	10.293121	448000	5.5879354e-09	35.119835	-0.016210433	-20.252357	5.540452	0.01826061	0.23975	10.0	1165.0789654254913
112	103.718605	20.429071	137.6089	45.52339	200.0	48.02564	5.71833	60.062523	29.89776	452000	2.2351742e-08	43.410805	-0.033764005	-21.728756	5.4850426	0.012972431	0.22025001	79.0	1176.2327630519867
113	106.411476	17.582422	143.81706	75.542854	200.0	48.642273	6.6304035	60.759846	26.177856	456000	0.0	46.387657	-0.010583159	-25.894413	5.4106045	0.01464771	0.133	5.0	1187.5238540172577
